
a,b,c,b,a,c,c,c,c
a,b,c,b,b,b,c,b,b
a,b,c,b,b,b,c,b,c
a,b,c,b,b,b,c,c,c
a,b,c,b,b,c,c,b,c
a,b,c,b,b,c,c,c,b
a,b,c,b,c,a,c,a,b
